Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
I,0.5875,0.425,0.1625,0.623689,0.396893,0.6520385,6
M,1.7375,1.375,0.55,12.6155275,10.87203325,16.045817,13
F,1.5875,1.2625,0.4625,11.623295,8.3631025,14.2030995,17
I,1.475,1.175,0.3625,8.1930055,6.690482,12.8423235,8
M,1.575,1.325,0.45,8.9300925,7.257472,17.519991,9
I,0.95,0.7125,0.2375,2.1262125,1.88524175,2.53728025,7
M,1.5625,1.2375,0.3875,9.11436425,6.010094,13.8062065,11
F,1.275,1,0.325,5.5281525,3.86970675,6.2085405,13
F,1.0875,0.8125,0.275,4.3941725,2.79242575,5.046211,7
I,1.45,1.1125,0.375,7.2291225,5.9250455,10.8578585,11
I,1.3125,0.95,0.3375,4.9611625,4.5075705,7.3992195,8
M,1.125,0.85,0.325,2.9766975,2.25378525,4.55009475,9
F,1.3625,1.1,0.4375,7.5126175,5.31553125,8.46232575,11
F,1.2,1,0.3125,6.80388,5.0745605,6.02426875,15
M,1.475,1.175,0.375,6.80388,6.577084,13.6361095,8
I,0.9,0.675,0.225,1.587572,1.23320325,3.40194,8
M,1.65,1.2375,0.4875,13.7495075,10.19164525,16.839603,10
M,1.375,1.15,0.325,5.8116475,4.12485225,8.6465975,12
I,1.1,0.85,0.3125,5.6699,2.48058125,4.91863825,13
F,1.3625,1.0875,0.375,6.3786375,4.1106775,8.23552975,10
I,1.4,1.0875,0.325,6.293589,4.9044635,10.035723,9
I,1.025,0.7625,0.25,2.4097075,1.85689225,2.83495,7
F,1.7,1.375,0.4375,12.8990225,11.12717875,23.1048425,19
F,1.5625,1.225,0.4125,9.02931575,6.70465675,13.5227115,9
I,1.375,1.05,0.2875,5.9250455,3.8838815,8.29222875,11
M,1.45,1.125,0.35,7.4559185,5.00368675,9.82310175,10
I,1.125,0.9125,0.3125,3.72795925,2.79242575,6.05261825,8
I,0.9,0.675,0.225,1.757669,1.1056305,2.778251,6
F,1.175,0.9125,0.2625,3.96893,2.93417325,4.6209685,9
M,1.1875,0.9625,0.3,4.3374735,2.56562975,8.1930055,8
M,1.5875,1.2375,0.425,10.3475675,8.66077225,18.6256215,10
M,1.575,1.2125,0.3875,8.788345,7.7961125,18.0586315,8
I,1.3125,1,0.35,4.7910655,4.53592,8.6465975,7
M,1.3125,0.95,0.3125,4.5075705,4.3941725,8.5898985,7
M,1.325,1.025,0.35,5.20213325,4.01145425,8.77417025,6
I,0.75,0.55,0.1625,0.9922325,0.43941725,1.474174,5
M,1.375,1.125,0.425,6.23689,4.4508715,8.9867915,11
I,1.05,0.7625,0.225,2.324659,1.74349425,4.762716,6
M,1.475,1.1375,0.3875,7.7961125,5.329706,10.999606,10
F,1.6625,1.2875,0.45,11.1980525,9.185238,16.85377775,10
I,1.0625,0.775,0.2375,2.6365035,2.11203775,3.9405805,7
M,1.1125,0.925,0.3125,4.5075705,2.4664065,7.07320025,9
I,0.6,0.4375,0.1375,0.5953395,0.396893,0.7087375,5
F,1.45,1.0875,0.375,6.520385,4.29494925,12.133586,8
I,0.8125,0.625,0.1375,1.2757275,1.4458245,2.154562,5
M,1.475,1.225,0.4125,8.7599955,6.6621325,15.8473705,10
M,1.4625,1.1375,0.35,8.3631025,5.2446575,13.097469,9
I,1,0.7875,0.225,2.494756,2.0695135,4.2807745,8
F,1.125,0.875,0.3375,4.1106775,3.8838815,6.5487345,13
F,1.65,1.2375,0.525,11.12717875,9.99319875,20.525038,10
M,1.7875,1.3125,0.5,12.20445975,12.360382,26.932025,10
F,1.4,1.1375,0.4,7.767763,5.8683465,12.82814875,9
I,0.9,0.6625,0.225,1.65844575,1.0489315,2.721552,7
M,1.0625,0.7625,0.275,2.76407625,2.48058125,4.9044635,9
I,1.325,1.075,0.35,6.520385,2.73572675,8.448151,8
F,1.4625,1.1625,0.35,8.9300925,4.57844425,10.8011595,13
I,0.875,0.7,0.1875,1.814368,1.13398,2.324659,8
M,1.375,1.0625,0.4,6.0951425,5.76912325,9.7238785,9
M,1.85,1.425,0.45,12.643877,12.1052365,25.84056925,10
M,1.625,1.3125,0.4375,11.3114505,8.9300925,19.1359125,11
F,1.6375,1.3625,0.4125,14.5432935,8.4765005,18.58309725,12
F,1.125,0.8625,0.2875,3.96893,3.3168915,5.40057975,12
I,1.1375,0.875,0.3375,3.75630875,2.42388225,8.09378225,7
I,0.7375,0.5625,0.2,1.13398,0.907184,1.37495075,9
F,1.2125,0.9875,0.4,6.6621325,3.628736,7.01650125,14
F,1.55,1.2125,0.4375,10.489315,8.71747125,15.0535845,11
F,1.45,1.125,0.3875,7.5126175,6.973977,10.9145575,9
M,1.2,0.9375,0.3,4.876114,3.628736,7.18659825,11
F,1.425,1.05,0.4,6.3219385,5.42892925,12.23280925,8
M,1.675,1.3,0.4375,10.602713,10.7444605,17.78931125,10
F,1.5875,1.2375,0.4875,10.489315,8.46232575,15.762322,11
I,1.65,1.3125,0.45,11.90679,11.35397475,17.08057375,15
I,1.3125,1,0.35,7.1724235,4.53592,6.81805475,10
M,1.8875,1.45,0.5125,16.8679525,11.38232425,23.51591025,10
I,1.3,1,0.325,5.10291,3.86970675,6.6054335,10
F,1.7875,1.4625,0.575,16.0174675,11.60912025,24.53649225,10
I,1.2875,1.05,0.375,6.6621325,3.78465825,7.24329725,10
I,0.8875,0.7,0.25,2.4097075,1.28990225,2.65067825,11
M,1,0.7625,0.2125,2.83495,1.99863975,3.061746,10
M,1.2125,0.925,0.35,4.9611625,4.01145425,5.783298,10
M,1.575,1.2875,0.425,10.77281,8.37727725,18.01610725,11
F,1.4875,1.1625,0.375,8.1930055,7.78193775,11.679994,11
M,1.4,1.1375,0.4125,6.9456275,4.80524025,11.38232425,11
F,1.625,1.25,0.475,12.03436275,9.6104805,18.18620425,9
F,1.1,0.8625,0.2625,3.742134,2.3530085,4.6776675,11
M,1.1625,0.9,0.2875,3.40194,3.95475525,8.3631025,7
F,1.375,1.1,0.375,9.07184,4.2807745,8.91591775,19
M,1.4125,1.175,0.4875,9.922325,7.314171,10.9712565,17
M,1.5,1.175,0.4125,7.7961125,6.8322295,14.288148,9
I,1.4,1.0875,0.3375,7.1157245,2.9199985,9.3269855,11
M,1.425,1.1125,0.375,7.0590255,5.8683465,14.288148,8
I,1.1875,0.9125,0.25,3.4869885,2.48058125,5.74077375,7
M,1.4125,1.125,0.35,7.5126175,6.917278,10.73028575,12
M,1.3625,1.125,0.375,8.50485,5.40057975,9.53960675,11
F,1.375,1.1,0.3875,9.4970825,5.17378375,8.8733935,16
I,1.1,0.8625,0.25,3.40194,2.56562975,3.458639,13
M,1.2625,0.95,0.325,6.23689,5.06038575,6.4353365,13
F,2,1.575,0.4875,17.57669,16.726205,26.4500835,23
F,1.2375,0.9625,0.3375,5.2446575,4.63514325,8.51902475,11
M,1.3125,1.0125,0.3375,5.5281525,6.123492,9.36950975,10
F,1.8,1.45,0.4875,15.23785625,13.60776,29.10076175,10
M,1.4875,1.0875,0.4,8.788345,6.350288,12.06271225,9
M,1.4125,1.075,0.375,6.2085405,4.91863825,12.03436275,10
F,1.5875,1.1875,0.375,8.2497045,8.7032965,15.1102835,10
F,1.4625,1.0875,0.4375,7.654365,7.07320025,11.49572225,10
F,1.425,1.125,0.4375,8.3631025,4.72019175,10.77281,18
M,1.5875,1.2375,0.4875,9.85145125,8.83086925,12.6155275,11
M,1.4875,1.1875,0.4125,7.767763,6.90310325,17.6050395,9
F,1.325,1,0.4125,6.520385,5.59902625,8.09378225,12
I,1.2125,0.925,0.25,3.685435,3.04757125,6.2085405,7
I,1.3125,1.025,0.4375,5.8116475,5.8683465,10.16329575,18
M,1.325,1.0875,0.3875,5.8116475,4.52174525,8.164656,10
F,1.8,1.4,0.4375,14.8834875,9.68135425,18.0586315,17
F,1.575,1.2125,0.475,11.056305,8.66077225,13.13999325,21
F,1.55,1.1875,0.4375,9.2135875,6.066793,12.34620725,10
F,1.55,1.275,0.375,9.07184,8.15048125,16.4710595,13
I,1.175,0.8625,0.3,3.5436875,1.74349425,4.32329875,8
M,1.575,1.2625,0.425,8.50485,7.540967,13.08329425,9
F,1.25,0.9375,0.35,5.0745605,4.01145425,6.860579,15
M,1.5,1.1625,0.3875,6.3786375,6.98815175,14.514944,10
M,1.2125,0.9625,0.2625,3.7704835,2.948348,8.391452,7
M,1.5375,1.175,0.3875,8.278054,9.07184,14.41572075,8
M,1.175,0.925,0.3,3.96893,6.4353365,8.3064035,9
M,1.175,0.9375,0.325,5.5281525,4.649318,6.08096775,13
M,1.1625,0.875,0.3,5.2446575,4.60679375,5.71242425,11
F,1.2875,0.9375,0.275,4.252425,3.7137845,8.51902475,6
M,1.525,1.2,0.4125,8.6465975,7.2858215,17.98775775,12
M,1.0125,0.7625,0.3,2.6932025,2.56562975,3.50116325,7
I,0.95,0.725,0.25,2.324659,1.11980525,3.061746,6
M,1.3125,1.0125,0.4,7.93786,4.12485225,8.958442,13
F,1,0.775,0.2875,3.2601925,1.97029025,4.18155125,10
M,1.1125,0.875,0.2875,3.3168915,1.97029025,4.43669675,8
I,1.55,1.2125,0.45,11.056305,7.52679225,13.25339125,13
F,1.45,1.15,0.45,7.824462,7.35669525,11.60912025,8
M,1.95,1.5,0.525,19.12173775,16.28678775,33.86347775,11
M,1.525,1.2125,0.3625,8.12213175,6.39281225,22.1976585,9
I,0.575,0.45,0.125,0.56699,0.38271825,0.60951425,5
I,0.9125,0.6625,0.3375,1.71514475,1.3324265,2.9766975,7
M,1.4625,1.1625,0.4125,7.767763,4.60679375,11.41067375,10
I,1.25,1.025,0.35,5.556502,4.60679375,7.32834575,9
F,1.325,1.0875,0.425,7.7961125,4.3941725,8.46232575,13
F,1.2875,0.975,0.325,5.23048275,3.685435,5.59902625,9
M,1.6,1.2125,0.375,9.00096625,6.293589,14.72756525,10
F,1.1375,0.875,0.3125,3.78465825,2.891649,4.49339575,16
M,1.625,1.3625,0.4,13.60776,8.391452,13.8062065,15
I,0.875,0.6625,0.275,2.1262125,1.6726205,1.871067,9
I,1.15,0.8875,0.275,3.685435,2.2963095,5.71242425,7
F,1.075,0.8125,0.3,4.3941725,2.82077525,4.6776675,8
F,1.5875,1.2625,0.4125,10.84368375,6.4353365,16.3576615,11
I,1.25,0.925,0.2875,3.9972795,3.175144,8.674947,7
I,1.2,0.8875,0.275,3.96893,2.5231055,5.6982495,8
F,1.725,1.3625,0.5125,14.118051,12.1619355,22.26853225,13
I,0.95,0.6875,0.2375,5.953395,1.37495075,3.005047,6
F,1.375,1.0375,0.3375,4.9611625,5.25883225,12.1052365,8
F,1.5125,1.1875,0.4125,10.1207715,6.22271525,12.2753335,9
I,1.0875,0.8625,0.3,3.5436875,3.175144,6.2652395,7
F,1.6125,1.225,0.4,9.0434905,8.1930055,14.21727425,8
M,1.575,1.225,0.3875,9.4970825,8.221355,15.1669825,11
F,1.55,1.275,0.5125,13.60776,7.27164675,13.53688625,14
M,1.2125,0.925,0.3875,6.70465675,6.95980225,11.8784405,9
I,1.0875,0.8875,0.3125,4.6776675,2.097863,4.35164825,9
M,1.4375,1.0875,0.3375,6.7755305,6.30776375,12.246984,10
F,1.1875,0.975,0.3,4.819415,3.27436725,6.05261825,10
M,1.5625,1.2,0.4,8.221355,6.08096775,16.42853525,9
F,1.5125,1.225,0.375,9.922325,7.15824875,12.20445975,10
F,1.5625,1.2125,0.4375,9.412034,7.69688925,20.79435825,9
I,0.9875,0.775,0.2125,2.65067825,1.43164975,4.3374735,7
F,1.45,1.1875,0.4125,8.6465975,7.37087,11.736693,13
F,1.45,1.0875,0.3875,6.87475375,4.77689075,12.0485375,10
M,1.325,1.025,0.3875,6.066793,4.77689075,7.95203475,11
I,1.15,0.875,0.275,3.89805625,2.8066005,6.02426875,7
F,1.6125,1.25,0.45,9.7805775,8.49067525,15.15280775,13
F,1.8,1.375,0.5,14.78426425,13.2959155,25.61377325,10
F,1.3375,1.0375,0.4625,8.50485,4.49339575,8.901743,15
F,1.55,1.25,0.375,10.035723,8.88756825,16.896302,10
M,1.475,1.1,0.375,6.9456275,6.0951425,10.9712565,8
I,0.45,0.3375,0.2,0.283495,0.1984465,0.41106775,5
M,1.625,1.3125,0.4625,10.716111,9.5537815,18.8524175,11
F,1.5125,1.175,0.4125,8.278054,6.44951125,17.3215445,9
I,1,0.75,0.275,3.40194,1.8994165,3.0900955,9
F,1.5875,1.25,0.4375,11.056305,8.51902475,19.391058,12
M,1.3125,1.025,0.325,8.3631025,6.8889285,10.95708175,15
I,0.925,0.725,0.225,2.1262125,1.85689225,2.5231055,7
I,0.7875,0.525,0.15,0.9922325,1.06310625,1.70097,5
M,0.8625,0.675,0.2375,1.984465,1.417475,1.88524175,9
F,1.7,1.375,0.525,17.7184375,8.6465975,16.93882625,17
F,1.375,1.1,0.3375,5.2446575,5.65572525,12.303683,8
M,0.8,0.6,0.2125,1.3891255,1.3324265,1.85689225,7
M,1.475,1.1625,0.4125,7.7961125,7.7394135,14.64251675,10
I,0.6375,0.475,0.125,0.7654365,0.60951425,0.83631025,6
M,0.9125,0.7125,0.2125,1.984465,1.45999925,2.42388225,9
I,1.625,1.3,0.375,9.36950975,8.391452,15.57805025,10
M,1.2625,0.9125,0.2875,4.252425,2.721552,7.087375,8
I,0.875,0.6625,0.2375,1.70097,1.3891255,2.0695135,5
M,1.675,1.25,0.475,11.7650425,10.999606,17.463292,10
I,0.4875,0.375,0.1125,0.3118445,0.170097,0.510291,3
I,1.1375,0.8625,0.275,3.44446425,2.42388225,5.8683465,8
M,0.8375,0.625,0.225,1.70097,1.17650425,2.14038725,7
F,1.3625,1.0375,0.5,11.4248485,9.015141,16.0741665,10
M,1.5625,1.2,0.425,9.59630575,7.597666,19.0225145,10
F,1.5125,1.25,0.4625,9.4970825,7.32834575,13.2959155,9
M,1.4875,1.125,0.3625,7.18659825,5.85417175,13.1258185,10
F,1.1625,0.875,0.3375,4.9611625,4.09650275,7.3425205,8
I,1.3,0.975,0.325,5.37223025,3.10427025,6.67630725,7
I,1.025,0.775,0.275,2.6932025,2.324659,3.515338,9
I,1.125,0.85,0.2375,2.9766975,1.814368,3.92640575,8
M,1.875,1.4875,0.5125,17.860185,11.9351395,30.7025085,12
I,1.1375,0.9,0.2875,4.1673765,2.42388225,5.91087075,10
M,1.5,1.1875,0.425,8.7599955,7.711064,14.401546,10
F,1.625,1.275,0.3875,10.33339275,7.881161,13.6928085,13
I,1.125,0.8375,0.2625,3.10427025,2.25378525,4.46504625,7
M,1.275,1,0.325,5.8116475,4.72019175,7.654365,12
I,1.1875,0.8875,0.25,3.96893,2.5798045,7.18659825,8
F,0.95,0.725,0.2625,2.4097075,1.4458245,2.8066005,10
I,0.6875,0.55,0.2,1.190679,0.80796075,1.60174675,6
I,1.4125,1.0875,0.3875,8.0796075,4.762716,7.69688925,14
F,1.475,1.2125,0.5125,11.90679,6.747181,12.82814875,13
I,1.05,0.75,0.2625,2.93417325,1.984465,3.55786225,7
M,0.8375,0.6625,0.2625,2.1262125,1.587572,2.65067825,7
M,1.7,1.2875,0.4,9.2135875,7.44174375,17.519991,11
F,0.6875,0.4875,0.175,0.7087375,0.60951425,0.8788345,5
I,1.1375,0.875,0.2625,3.16096925,3.0333965,6.0384435,7
I,1.2875,0.9875,0.3125,4.819415,3.96893,9.07184,8
I,0.9375,0.6875,0.225,2.14038725,1.14815475,2.6365035,6
F,1.45,1.0625,0.3875,6.7755305,7.0590255,10.24834425,10
I,0.8625,0.6375,0.2375,1.70097,1.09145575,2.1262125,6
I,1.0125,0.7125,0.225,2.1262125,1.43164975,3.58621175,6
I,1.1125,0.8,0.3,3.40194,2.33883375,4.309124,8
I,0.7125,0.5375,0.175,0.7654365,0.63786375,1.4458245,6
I,0.9375,0.6875,0.2125,1.71514475,1.417475,3.0900955,7
I,1.425,1.1,0.325,5.726599,5.06038575,9.8372765,10
M,1.5125,1.1875,0.4375,9.7238785,8.66077225,15.80484625,9
F,1.6375,1.275,0.4,10.489315,8.00873375,11.226402,14
I,1.2625,0.95,0.3375,4.6776675,2.6932025,7.49844275,9
F,1.4,1.0875,0.3125,8.221355,6.08096775,9.48290775,13
F,1.5,1.175,0.3375,7.484268,5.54232725,13.19669225,11
I,0.95,0.6875,0.25,2.4097075,1.3891255,2.26796,10
I,1.15,0.8625,0.2875,3.1467945,2.891649,5.37223025,6
F,1.7,1.375,0.475,14.5999925,10.36174225,23.31746375,11
I,1.55,1.2125,0.425,9.355335,8.63242275,13.62193475,15
I,1.4,1.0625,0.35,7.37087,5.59902625,11.35397475,10
I,1.0875,0.8625,0.2875,3.005047,2.08368825,6.293589,7
F,1.4375,1.2,0.375,8.221355,5.4714535,10.6310625,12
F,1.55,1.2,0.4125,8.788345,6.2652395,13.70698325,10
M,1.45,1.15,0.45,9.2135875,7.8528115,13.60776,11
I,0.925,0.6875,0.25,1.984465,1.31825175,2.50893075,7
I,1.0875,0.85,0.3,3.5436875,2.2963095,5.03203625,8
F,1.2875,1,0.3125,5.00368675,3.4869885,8.12213175,8
M,1.4375,1.1,0.3625,6.3786375,6.22271525,11.18387775,8
M,1.275,1.0125,0.375,5.34388075,3.798833,9.8372765,8
I,0.625,0.475,0.15,0.69456275,0.32601925,1.020582,6
I,1.15,0.8625,0.2625,3.118445,2.4664065,5.3013565,8
M,1.3375,1.075,0.3875,6.9456275,4.7910655,9.31281075,10
M,1.725,1.2625,0.5,13.60776,11.38232425,25.3161035,10
M,1.425,1.1375,0.4375,8.221355,6.08096775,13.62193475,9
M,1.4875,1.1875,0.35,7.881161,6.1518415,13.96212875,10
I,0.9,0.6875,0.2375,2.551455,1.23320325,2.381358,7
F,1.475,1.0375,0.375,6.6621325,6.633783,10.33339275,11
M,1.7,1.35,0.4875,12.14776075,9.17106325,15.77649675,11
M,1.425,1.075,0.3,8.788345,4.7343665,9.865626,15
M,1.625,1.2625,0.475,11.0846545,6.520385,16.726205,11
F,1.4,1.1,0.3875,7.2291225,7.4559185,12.23280925,9
F,1.5375,1.1375,0.3625,8.9300925,6.747181,14.30232275,10
F,1.8125,1.325,0.475,11.4815475,11.283101,23.530085,11
I,1.4375,1.1125,0.425,7.087375,4.15320175,9.85145125,9
F,1.5625,1.1875,0.4375,9.8939755,7.01650125,13.48018725,10
M,0.7375,0.5375,0.1875,1.13398,0.83631025,1.417475,7
M,1.55,1.2125,0.4125,8.00873375,7.10154975,14.84096325,9
I,1.0625,0.7875,0.2375,2.79242575,1.91359125,5.28718175,7
F,1.6,1.2875,0.5125,11.41067375,9.48290775,18.80989325,9
I,0.9375,0.6875,0.25,1.8427175,1.190679,3.30271675,6
M,1.4875,1.1625,0.4375,11.056305,7.200773,11.38232425,13
I,0.8,0.6125,0.2,1.417475,0.92135875,1.80019325,13
F,1.1375,0.9,0.275,3.5436875,2.778251,5.839997,10
F,1.65,1.25,0.3875,9.4970825,8.164656,18.38465075,12
F,1.7375,1.375,0.3875,11.83591625,12.530479,21.7440665,10
M,1.575,1.275,0.4375,10.6310625,7.427569,18.63979625,10
M,1.475,1.1375,0.3625,8.0796075,5.386405,13.4660125,14
F,1.45,1.15,0.375,7.37087,6.010094,12.1619355,19
F,0.95,0.8125,0.275,2.9766975,2.097863,3.40194,10
F,1.6125,1.275,0.5,13.04077,10.4042665,17.6050395,12
M,1.2875,0.875,0.3875,7.7394135,5.613201,11.86426575,9
I,1.1625,0.95,0.325,4.3941725,2.26796,5.37223025,11
F,1.3625,1.025,0.3125,5.953395,4.139027,8.43397625,11
M,1.2625,0.9625,0.3625,5.6699,5.0745605,6.690482,15
F,1.3125,1.025,0.375,7.087375,4.2807745,7.767763,12
F,1.4875,1.1625,0.375,7.5126175,4.706017,15.35125425,8
M,1.8,1.4375,0.5375,15.20950675,15.989118,26.97454925,12
F,1.65,1.1875,0.45,9.4970825,8.334753,18.1720295,6
M,0.3875,0.2875,0.0625,0.21262125,0.1417475,0.2551455,5
I,0.675,0.4875,0.15,0.850485,0.66621325,0.80796075,5
M,1.6125,1.25,0.475,10.90038275,10.53183925,21.0069795,14
I,0.5,0.3625,0.125,0.3118445,0.226796,0.35436875,4
F,1.45,1.1125,0.375,7.1724235,4.422522,11.3398,8
M,1.4,1.1,0.35,7.5126175,5.79747275,12.5588285,14
I,1.3375,0.9625,0.45,8.618248,6.50621025,14.04717725,8
I,0.775,0.5875,0.1875,1.417475,0.89300925,1.587572,7
I,1.4,1.075,0.325,6.16601625,4.06815325,9.51125725,8
F,1.1625,0.95,0.3375,6.23689,3.10427025,5.896696,14
I,1.125,0.85,0.2625,3.40194,2.62232875,5.953395,8
I,1.0125,0.625,0.225,2.28213475,1.7860185,3.628736,7
M,1.475,1.1375,0.4,8.278054,6.27941425,14.17475,9
I,1.2625,1,0.3125,4.819415,4.06815325,6.39281225,8
M,1.575,1.225,0.4,10.035723,6.350288,11.5382465,12
I,1.3,0.9875,0.3125,5.40057975,3.7137845,8.51902475,9
M,1.0625,0.825,0.2,3.5436875,2.33883375,3.798833,7
M,1.9,1.5125,0.5375,18.313777,13.93377925,22.7079495,13
I,1.175,1,0.4,5.613201,2.0695135,4.57844425,14
F,1.8125,1.5,0.5,16.8679525,10.16329575,19.7596015,11
I,0.9,0.675,0.225,1.8427175,1.14815475,2.7499015,6
M,1.5625,1.1625,0.35,11.3398,5.8116475,13.67863375,13
M,1.5625,1.1375,0.425,8.9300925,6.64795775,14.04717725,9
I,0.975,0.725,0.25,2.2963095,1.80019325,3.55786225,7
F,1.6,1.25,0.4375,11.3398,8.2497045,13.99047825,10
I,1.05,0.8,0.2875,2.83495,2.608154,4.7910655,5
M,1.4125,1.1,0.3125,6.0951425,5.17378375,10.19164525,9
F,1.5,1.25,0.3875,9.922325,8.03708325,17.67591325,8
I,1.0375,0.7875,0.2625,2.6932025,1.99863975,3.98310475,6
M,0.975,0.7125,0.2375,2.26796,1.70097,3.118445,8
M,1.775,1.4,0.4375,13.11164375,12.96989625,16.045817,13
I,0.8125,0.6,0.175,1.530873,0.86465975,1.60174675,8
M,1.5625,1.25,0.35,8.3631025,6.13766675,15.43630275,10
F,1.4875,1.15,0.35,7.12989925,5.93922025,13.19669225,9
F,1.8125,1.4,0.4625,12.3320325,10.4042665,24.7491135,11
I,1.5625,1.2125,0.375,7.881161,8.12213175,12.417081,9
I,1.375,1.05,0.325,4.97533725,4.082328,8.334753,8
F,1.425,1.125,0.425,11.4815475,5.3013565,11.736693,20
I,1.275,1,0.375,6.6621325,4.74854125,8.12213175,13
I,1.4,1.0625,0.3625,6.13766675,3.69960975,8.77417025,9
M,1.675,1.2875,0.4125,8.958442,8.0796075,14.911837,11
F,1.6375,1.2875,0.3875,10.9145575,9.808927,14.855138,11
M,1.1625,0.9,0.2625,5.386405,2.39553275,5.329706,10
F,1.45,1.1,0.4375,9.4970825,6.64795775,11.35397475,19
I,1.075,0.7875,0.2875,3.118445,2.02698925,5.34388075,8
I,1.375,1.0625,0.375,6.9456275,4.8477645,10.659412,14
F,1.45,1.1375,0.3,7.5126175,7.2858215,11.3114505,11
M,1.525,1.125,0.475,8.32057825,7.07320025,14.6566915,10
F,1.5375,1.3,0.375,9.7805775,7.38504475,17.8318355,10
F,1.5625,1.2125,0.4375,10.50348975,7.41339425,19.17843675,10
I,1.425,1.1125,0.3625,5.17378375,4.876114,8.674947,12
I,1.325,0.9875,0.2875,4.195726,2.8632995,5.74077375,8
F,1.7125,1.35,0.4,13.4660125,10.70193625,23.6151335,11
F,1.45,1.15,0.3,7.93786,6.76135575,13.11164375,11
I,1.05,0.7875,0.2875,2.4664065,1.8427175,5.37223025,6
M,1.7625,1.4125,1.2875,14.514944,13.79203175,31.39707125,10
I,0.8125,0.625,0.175,1.13398,1.00640725,2.48058125,7
M,1.45,1.225,0.325,6.7188315,7.27164675,16.612807,9
I,1.0375,0.775,0.2375,2.3530085,1.6159215,5.1312595,6
M,1.4125,1.1,0.2875,8.221355,5.06038575,11.453198,11
I,0.275,0.225,0.075,0.0850485,0.056699,0.07087375,3
M,1.5125,1.1875,0.475,7.37087,7.0023265,16.726205,10
I,1.15,0.8625,0.275,3.5436875,1.644271,4.32329875,7
I,1.475,1.125,0.3625,7.5126175,7.597666,12.133586,10
M,1.2,0.925,0.3375,4.5642695,2.87747425,9.76640275,7
F,1.6875,1.375,0.475,11.679994,10.44679075,20.14231975,13
F,1.475,1.1375,0.4125,7.93786,6.95980225,10.77281,12
F,1.4125,1.125,0.4125,7.0590255,6.7755305,10.489315,11
I,1.325,1.0125,0.325,5.386405,3.95475525,8.34892775,9
F,1.2,0.95,0.3375,4.3941725,3.86970675,5.42892925,12
M,1.8375,1.425,0.4375,13.834556,10.9712565,25.78387025,11
M,1.225,0.95,0.3375,5.386405,2.6932025,6.16601625,11
F,1.5875,1.2375,0.4375,9.8372765,8.74582075,14.75591475,10
I,0.475,0.3625,0.1,0.4252425,0.18427175,0.46776675,4
F,1.55,1.225,0.4,7.72523875,6.917278,13.9763035,9
M,1.2375,0.9375,0.2875,4.3941725,4.0539785,7.994559,6
M,1.5,1.125,0.375,7.2291225,5.54232725,10.47514025,12
F,1.4,1.025,0.4,7.1724235,5.216308,9.695529,9
M,1.325,1.0375,0.4375,7.49844275,3.95475525,7.3992195,17
M,1.9375,1.575,0.625,16.386011,21.54562,38.22930075,12
M,1.5875,1.275,0.4625,10.6877615,9.015141,15.422128,8
I,1.0125,0.75,0.225,2.16873675,1.80019325,3.912231,6
F,1.5375,1.1875,0.3875,10.0640725,5.99591925,13.721158,10
M,1.6125,1.2875,0.6,15.1669825,10.4609655,13.3526145,13
I,1.375,1.0625,0.325,5.953395,4.6209685,7.64019025,8
I,0.7,0.55,0.2,0.850485,0.680388,1.871067,5
I,0.7625,0.5375,0.1625,1.077281,0.58116475,1.247378,5
F,1.7375,1.3375,0.4375,13.1825175,7.98038425,15.49300175,10
I,0.875,0.6625,0.2,1.5025235,1.31825175,2.2963095,6
F,1.5625,1.2125,0.375,8.391452,7.3992195,15.0535845,10
M,1.5625,1.2375,0.4375,10.0640725,8.9867915,16.45688475,9
M,1.5125,1.25,0.4375,10.6310625,6.577084,13.50853675,12
I,1.2375,0.9375,0.3,3.98310475,3.44446425,8.71747125,8
M,1.55,1.175,0.375,9.2135875,12.48795475,16.6411565,9
F,1.5375,1.1875,0.4125,8.60407325,5.54232725,13.90542975,12
F,1.35,1.0375,0.4375,7.7961125,6.8322295,7.7961125,14
I,0.5625,0.4125,0.1375,0.4252425,0.35436875,0.7654365,4
M,1.5,1.1875,0.4375,10.20582,8.15048125,15.5638755,11
M,0.65,0.475,0.1875,0.850485,0.56699,1.26155275,6
F,1.65,1.3125,0.45,10.21999475,11.2547515,22.01338675,10
F,1.35,1.1875,0.3875,7.37087,5.499803,11.169703,11
M,1.25,1.0375,0.4125,7.087375,3.912231,7.0590255,13
I,0.725,0.525,0.15,0.850485,0.66621325,1.587572,6
I,1.325,1.0125,0.3,5.31553125,4.195726,7.69688925,9
M,1.0375,0.7875,0.2875,2.9199985,1.8427175,5.71242425,9
I,1.3,0.9875,0.3625,5.37223025,4.025629,12.020188,7
F,1.425,1.1625,0.45,12.47378,6.30776375,9.6104805,12
M,1.5,1.2,0.4125,7.72523875,5.57067675,11.72251825,9
I,0.9375,0.7,0.2,1.5592225,1.2190285,3.2601925,6
M,1.2875,0.9625,0.325,4.9611625,3.64291075,8.09378225,10
M,1.425,1.0125,0.4,8.3631025,6.19436575,9.76640275,19
I,1.5875,1.2,0.5,12.0485375,7.35669525,17.73261225,16
I,1.35,0.975,0.3125,5.386405,4.479221,7.15824875,8
M,1.2375,1,0.3375,4.082328,4.06815325,7.711064,7
M,1.7,1.3375,0.4625,14.118051,9.11436425,20.53921275,12
